stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Toivon että oxbcqh voit jo paremmin.,0,0,Shift_R,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,125,1,T,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,468,2,o,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,655,3,i,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,811,4,v,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,905,5,o,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,1092,6,n,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,1248,7,space,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,1404,8,e,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,1498,9,t,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,1685,10,t,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,1810,11,adiaeresis,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,1966,12,space,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,2340,13,o,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,2465,14,x,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,2746,15,b,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,3276,16,c,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,3838,17,q,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,4056,18,h,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,4431,19,space,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,4618,20,v,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,4743,21,o,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,4867,22,i,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,4961,23,t,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,5086,24,space,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,5242,25,j,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,5398,26,o,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,5491,27,space,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,5616,28,p,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,5741,29,a,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,5835,30,r,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,5959,31,e,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,6022,32,m,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,6178,33,m,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,6303,34,i,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,6459,35,n,Toivon että oxbcqh voit jo paremmin.
0,Toivon että oxbcqh voit jo paremmin.,6802,36,period,Toivon että oxbcqh voit jo paremmin.
1,Lähetin sen jkgaqe hänelle.,0,0,Shift_L,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,654,1,L,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1092,2,adiaeresis,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1342,3,h,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1373,4,e,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1467,5,t,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1559,6,i,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1716,7,n,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1841,8,space,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1934,9,s,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,1996,10,e,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,2121,11,n,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,2279,12,space,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,2654,13,j,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,2904,14,k,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,3278,15,g,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,3746,16,a,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,4370,17,q,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,4681,18,e,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,4681,19,3,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,5462,20,BackSpace,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,5743,21,space,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,6085,22,h,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,6273,23,adiaeresis,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,6398,24,n,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,6523,25,e,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,6648,26,l,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,6773,27,l,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,6865,28,e,Lähetin sen jkgaqe hänelle.
1,Lähetin sen jkgaqe hänelle.,7052,29,period,Lähetin sen jkgaqe hänelle.
2,Toivottavasti teille kuuluu hyvää.,0,0,Shift_R,Toivottavasti teille kuuluu hyvää.
2,Toivottavasti teille kuuluu hyvää.,30,1,T,Toivottavasti teille kuuluu hyvää.
2,Toivottavasti teille kuuluu hyvää.,280,2,o,Toivottavasti teille kuuluu hyvää.
2,Toivottavasti teille kuuluu hyvää.,405,3,i,Toivottavasti teille kuuluu hyvää.
2,Toivottavasti teille kuuluu hyvää.,562,4,v,Toivottavasti teille kuuluu hyvää.
2,Toivottavasti teille kuuluu hyvää.,654,5,o,Toivottavasti teille kuuluu hyvää.
2,Toivottavasti teille kuuluu hyvää.,810,6,t,Toivottavasti teille kuuluu hyvää.
2,Toivottavasti teille kuuluu hyvää.,967,7,t,Toivottavasti teille kuuluu hyvää.
