stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Mitä sinä zfcspx kuulet?,0,0,Shift_L,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,374,1,M,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,592,2,i,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,779,3,t,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,1122,4,adiaeresis,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,1466,5,space,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,1996,6,s,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,2276,7,i,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,2496,8,n,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,2808,9,adiaeresis,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,3119,10,space,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,5365,11,z,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,5802,12,f,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,6894,13,c,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,7581,14,s,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,7892,15,p,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,8736,16,x,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,9421,17,space,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,9828,18,k,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,10046,19,u,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,10201,20,u,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,10483,21,l,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,10670,22,e,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,10888,23,t,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,11730,24,Shift_L,Mitä sinä zfcspx kuulet?
0,Mitä sinä zfcspx kuulet?,12042,25,question,Mitä sinä zfcspx kuulet?
1,Se olisi qjrpgt hienoa.,0,0,Shift_L,Se olisi qjrpgt hienoa.
1,Se olisi qjrpgt hienoa.,500,1,S,Se olisi qjrpgt hienoa.
1,Se olisi qjrpgt hienoa.,718,2,e,Se olisi qjrpgt hienoa.
1,Se olisi qjrpgt hienoa.,936,3,space,Se olisi qjrpgt hienoa.
1,Se olisi qjrpgt hienoa.,1186,4,o,Se olisi qjrpgt hienoa.
1,Se olisi qjrpgt hienoa.,1373,5,l,Se olisi qjrpgt hienoa.
1,Se olisi qjrpgt hienoa.,1560,6,i,Se olisi qjrpgt hienoa.
1,Se olisi qjrpgt hienoa.,1685,7,s,Se olisi qjrpgt hienoa.
1,Se olisi qjrpgt hienoa.,1810,8,i,Se olisi qjrpgt hienoa.
