stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Voitko yadgnv auttaa?,0,0,Shift_R,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,250,1,V,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,437,2,o,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,531,3,i,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,656,4,t,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,749,5,k,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,843,6,o,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,968,7,space,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,1685,8,y,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,1841,9,a,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,2060,10,d,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,3308,11,g,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,3526,12,n,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,3713,13,v,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,4055,14,a,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,4524,15,BackSpace,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,4680,16,space,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,4868,17,a,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,4961,18,u,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,5148,19,t,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,5273,20,t,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,5429,21,a,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,5585,22,a,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,5741,23,Shift_R,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,5897,24,question,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,5897,25,equal,Voitko yadgnv auttaa?
0,Voitko yadgnv auttaa?,6428,26,BackSpace,Voitko yadgnv auttaa?
1,Pitääkö meidän zydfzz jutella?,0,0,Shift_R,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,467,1,P,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,654,2,i,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,810,3,t,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,904,4,adiaeresis,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1029,5,adiaeresis,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1154,6,k,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1247,7,odiaeresis,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1340,8,space,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1559,9,m,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1684,10,e,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1746,11,i,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1871,12,d,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1964,13,adiaeresis,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,2089,14,n,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,2151,15,space,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,3212,16,z,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,3431,17,y,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,4898,18,d,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,5210,19,f,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,5708,20,z,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,5833,21,z,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6052,22,space,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6177,23,j,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6302,24,u,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6395,25,t,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6488,26,e,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6613,27,l,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6738,28,l,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6800,29,a,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,6957,30,Shift_R,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,7050,31,question,Pitääkö meidän zydfzz jutella?
2,Onko hän xlndns valmis vielä?,0,0,Shift_R,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,155,1,O,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,342,2,m,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,717,3,BackSpace,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,904,4,n,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,998,5,k,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,1029,6,o,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,1217,7,space,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,1467,8,h,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,1590,9,adiaeresis,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,1684,10,n,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,1778,11,space,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,2682,12,z,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,2932,13,l,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,3275,14,BackSpace,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,3712,15,x,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,3837,16,l,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,4586,17,BackSpace,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,4710,18,BackSpace,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,4929,19,BackSpace,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,5523,20,x,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,5678,21,l,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,7269,22,n,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,7487,23,d,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,7862,24,s,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,9203,25,BackSpace,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,9609,26,n,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,9765,27,s,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,9983,28,space,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,10514,29,v,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,10607,30,a,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,10732,31,l,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,10796,32,m,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,11013,33,i,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,11200,34,s,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,11388,35,space,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,11731,36,v,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,11824,37,i,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,11918,38,e,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,12011,39,l,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,12074,40,adiaeresis,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,12542,41,Shift_R,Onko hän xlndns valmis vielä?
2,Onko hän xlndns valmis vielä?,12698,42,question,Onko hän xlndns valmis vielä?
3,Tulen takaisin weqppe perjantaina.,0,0,Shift_R,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,93,1,T,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,250,2,u,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,436,3,l,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,561,4,e,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,623,5,n,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,717,6,space,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,842,7,t,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,935,8,a,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,1029,9,k,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,1122,10,a,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,1809,11,i,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,2121,12,s,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,2277,13,i,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,2339,14,n,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,2433,15,space,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,2901,16,w,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,2994,17,e,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,4523,18,q,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,4710,19,p,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,4835,20,p,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5085,21,e,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5148,22,space,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5334,23,p,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5428,24,e,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5523,25,r,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5646,26,j,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5771,27,a,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5834,28,n,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,5958,29,t,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,6052,30,a,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,6083,31,i,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,6177,32,n,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,6270,33,a,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,6458,34,Shift_R,Tulen takaisin weqppe perjantaina.
3,Tulen takaisin weqppe perjantaina.,6801,35,period,Tulen takaisin weqppe perjantaina.
4,Pidä minut oahpnh ajan tasalla!,0,0,Shift_R,Pidä minut oahpnh ajan tasalla!
4,Pidä minut oahpnh ajan tasalla!,123,1,P,Pidä minut oahpnh ajan tasalla!
4,Pidä minut oahpnh ajan tasalla!,311,2,i,Pidä minut oahpnh ajan tasalla!
4,Pidä minut oahpnh ajan tasalla!,467,3,d,Pidä minut oahpnh ajan tasalla!
4,Pidä minut oahpnh ajan tasalla!,529,4,adiaeresis,Pidä minut oahpnh ajan tasalla!
4,Pidä minut oahpnh ajan tasalla!,654,5,space,Pidä minut oahpnh ajan tasalla!
4,Pidä minut oahpnh ajan tasalla!,1122,6,m,Pidä minut oahpnh ajan tasalla!
4,Pidä minut oahpnh ajan tasalla!,1309,7,i,Pidä minut oahpnh ajan tasalla!
