stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Kokeilen uudestaan.,0,0,Shift_L,Kokeilen uudestaan.
0,Kokeilen uudestaan.,187,1,K,Kokeilen uudestaan.
0,Kokeilen uudestaan.,404,2,o,Kokeilen uudestaan.
0,Kokeilen uudestaan.,592,3,k,Kokeilen uudestaan.
0,Kokeilen uudestaan.,717,4,e,Kokeilen uudestaan.
0,Kokeilen uudestaan.,779,5,i,Kokeilen uudestaan.
0,Kokeilen uudestaan.,967,6,l,Kokeilen uudestaan.
0,Kokeilen uudestaan.,1092,7,e,Kokeilen uudestaan.
0,Kokeilen uudestaan.,1341,8,space,Kokeilen uudestaan.
0,Kokeilen uudestaan.,1653,9,BackSpace,Kokeilen uudestaan.
0,Kokeilen uudestaan.,1903,10,n,Kokeilen uudestaan.
0,Kokeilen uudestaan.,2121,11,space,Kokeilen uudestaan.
0,Kokeilen uudestaan.,2309,12,u,Kokeilen uudestaan.
0,Kokeilen uudestaan.,2433,13,u,Kokeilen uudestaan.
0,Kokeilen uudestaan.,2558,14,d,Kokeilen uudestaan.
0,Kokeilen uudestaan.,2683,15,e,Kokeilen uudestaan.
0,Kokeilen uudestaan.,2933,16,t,Kokeilen uudestaan.
0,Kokeilen uudestaan.,3463,17,BackSpace,Kokeilen uudestaan.
0,Kokeilen uudestaan.,3556,18,s,Kokeilen uudestaan.
0,Kokeilen uudestaan.,3680,19,t,Kokeilen uudestaan.
0,Kokeilen uudestaan.,3775,20,a,Kokeilen uudestaan.
0,Kokeilen uudestaan.,3930,21,a,Kokeilen uudestaan.
0,Kokeilen uudestaan.,4055,22,n,Kokeilen uudestaan.
0,Kokeilen uudestaan.,4273,23,period,Kokeilen uudestaan.
1,"Soita huomenna, jos pystyt.",0,0,Shift_L,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",156,1,S,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",312,2,o,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",468,3,i,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",529,4,t,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",593,5,a,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",779,6,space,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",967,7,h,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",1154,8,u,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",1217,9,o,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",1435,10,m,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",1529,11,e,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",1654,12,n,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",1778,13,n,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",1871,14,a,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",2028,15,comma,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",2153,16,space,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",2371,17,j,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",2434,18,o,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",2558,19,s,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",2746,20,space,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",2933,21,p,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",3151,22,u,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",3307,23,s,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",3526,24,BackSpace,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",3650,25,BackSpace,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",3868,26,y,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",3993,27,s,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",4118,28,t,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",4243,29,y,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",4430,30,t,"Soita huomenna, jos pystyt."
1,"Soita huomenna, jos pystyt.",4774,31,period,"Soita huomenna, jos pystyt."
2,Mikä tämä on?,0,0,Shift_L,Mikä tämä on?
2,Mikä tämä on?,405,1,M,Mikä tämä on?
2,Mikä tämä on?,529,2,i,Mikä tämä on?
2,Mikä tämä on?,842,3,adiaeresis,Mikä tämä on?
2,Mikä tämä on?,1186,4,BackSpace,Mikä tämä on?
2,Mikä tämä on?,1654,5,k,Mikä tämä on?
2,Mikä tämä on?,1934,6,adiaeresis,Mikä tämä on?
2,Mikä tämä on?,2277,7,space,Mikä tämä on?
2,Mikä tämä on?,2464,8,t,Mikä tämä on?
2,Mikä tämä on?,2558,9,adiaeresis,Mikä tämä on?
2,Mikä tämä on?,2746,10,m,Mikä tämä on?
2,Mikä tämä on?,2838,11,adiaeresis,Mikä tämä on?
2,Mikä tämä on?,3181,12,space,Mikä tämä on?
2,Mikä tämä on?,3401,13,o,Mikä tämä on?
2,Mikä tämä on?,3493,14,n,Mikä tämä on?
2,Mikä tämä on?,3743,15,Shift_L,Mikä tämä on?
2,Mikä tämä on?,3868,16,question,Mikä tämä on?
3,Tuletko kanssamme lounaalle?,0,0,Shift_L,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,155,1,T,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,344,2,u,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,562,3,l,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,1092,4,t,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,1436,5,BackSpace,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,1592,6,e,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,1809,7,t,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,1934,8,k,Tuletko kanssamme lounaalle?
3,Tuletko kanssamme lounaalle?,2121,9,o,Tuletko kanssamme lounaalle?
