stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Mikä vtljjo tämä on?,0,0,Shift_L,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,125,1,M,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,406,2,i,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,687,3,k,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,780,4,adiaeresis,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,874,5,space,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,1155,6,v,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,2465,7,t,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,2652,8,l,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,2933,9,j,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,3089,10,j,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,3183,11,o,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,3276,12,space,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,3682,13,t,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,3838,14,adiaeresis,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,3930,15,m,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,4025,16,adiaeresis,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,4119,17,space,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,4305,18,o,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,4399,19,n,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,4805,20,Shift_L,Mikä vtljjo tämä on?
0,Mikä vtljjo tämä on?,4961,21,question,Mikä vtljjo tämä on?
1,Pitääkö meidän zydfzz jutella?,0,0,Shift_L,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,125,1,P,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,437,2,i,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,655,3,t,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,749,4,adiaeresis,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,874,5,adiaeresis,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1124,6,k,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1217,7,odiaeresis,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1311,8,space,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1529,9,m,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1654,10,e,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1779,11,i,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,1934,12,d,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,2091,13,adiaeresis,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,2496,14,n,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,3463,15,space,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,4587,16,z,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,5242,17,y,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,5460,18,d,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,7144,19,f,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,7612,20,z,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,7769,21,z,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,7894,22,space,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,8049,23,j,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,8268,24,u,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,8424,25,t,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,8704,26,e,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,8799,27,l,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,8954,28,l,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,9048,29,a,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,9578,30,Shift_L,Pitääkö meidän zydfzz jutella?
1,Pitääkö meidän zydfzz jutella?,9734,31,question,Pitääkö meidän zydfzz jutella?
2,Voitko jo vrphme paremmin?,0,0,Shift_L,Voitko jo vrphme paremmin?
