stimulus_index,stimulus,input_time_ms,input_index,key_symbol,transcribed_string
0,Onneksi qwcpr ok.,0,0,Shift_L,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,92,1,O,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,311,2,n,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,467,3,n,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,592,4,e,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,685,5,k,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,842,6,s,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,1217,7,i,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,1528,8,space,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,2776,9,q,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,3212,10,w,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,3712,11,c,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,4211,12,p,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,4585,13,r,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,5178,14,space,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,5459,15,o,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,5677,16,k,Onneksi qwcpr ok.
0,Onneksi qwcpr ok.,6332,17,period,Onneksi qwcpr ok.
1,Tämä näyttää jaowlht hyvältä.,0,0,Shift_L,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,155,1,T,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,342,2,adiaeresis,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,529,3,m,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,623,4,adiaeresis,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,1060,5,space,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,1247,6,n,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,1342,7,adiaeresis,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,1590,8,y,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,1777,9,t,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,1965,10,t,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,2027,11,adiaeresis,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,2214,12,adiaeresis,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,2464,13,space,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,2651,14,j,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,2838,15,a,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,3244,16,o,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,3618,17,w,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,3837,18,l,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,4960,19,h,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,5178,20,t,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,5398,21,space,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,5646,22,h,Tämä näyttää jaowlht hyvältä.
1,Tämä näyttää jaowlht hyvältä.,5833,23,y,Tämä näyttää jaowlht hyvältä.
