user_id,cond,wpm,sd,draw_wpm
P01,off,53.48805586935139,5,50.728659123988976
P01,off,53.48805586935139,5,55.638293201308265
P01,off,53.48805586935139,5,43.74947094580416
P01,off,53.48805586935139,5,56.77999807547457
P01,off,53.48805586935139,5,41.67751816694377
P01,off,53.48805586935139,5,59.14245888701404
P01,off,53.48805586935139,5,48.69211308219653
P01,off,53.48805586935139,5,62.78406555794447
P01,off,53.48805586935139,5,52.0723465080848
P01,off,53.48805586935139,5,56.38302400718364
P01,off,53.48805586935139,5,52.87868711369234
P01,off,53.48805586935139,5,57.56010411922357
P01,off,53.48805586935139,5,45.63415814268924
P01,off,53.48805586935139,5,57.28995256343676
P01,off,53.48805586935139,5,56.158272686497256
P01,off,53.48805586935139,5,60.383610147122624
P01,off,53.48805586935139,5,53.47769915857898
P01,off,53.48805586935139,5,52.962550736359425
P01,off,53.48805586935139,5,54.75388606920584
P01,off,53.48805586935139,5,46.626506392517655
P01,off,53.48805586935139,5,54.4034553016432
P01,off,53.48805586935139,5,55.03450739672807
P01,off,53.48805586935139,5,51.090609465182794
P01,off,53.48805586935139,5,60.805219179600456
P01,off,53.48805586935139,5,49.493880102355575
P01,off,53.48805586935139,5,58.51472265423467
P01,off,53.48805586935139,5,47.83620955328696
P01,off,53.48805586935139,5,47.57707439169512
P01,off,53.48805586935139,5,52.65017691303608
P01,off,53.48805586935139,5,57.867488898892375
P01,off,53.48805586935139,5,59.74336776014678
P01,off,53.48805586935139,5,51.36677004300425
P01,off,53.48805586935139,5,58.11791153171568
P01,off,53.48805586935139,5,49.48530522420005
P01,off,53.48805586935139,5,54.67403631781807
P01,off,53.48805586935139,5,52.843105129880385
P01,off,53.48805586935139,5,56.647063171600166
P01,off,53.48805586935139,5,50.14745441551345
P01,off,53.48805586935139,5,54.5566628894828
P01,off,53.48805586935139,5,50.24034373146783
P01,off,53.48805586935139,5,52.695424045001936
P01,off,53.48805586935139,5,52.71248082402721
P01,off,53.48805586935139,5,58.38817725854415
P01,off,53.48805586935139,5,50.34203486327926
P01,off,53.48805586935139,5,44.25987651880141
P01,off,53.48805586935139,5,50.74059211703414
P01,off,53.48805586935139,5,58.12184866393822
P01,off,53.48805586935139,5,44.174162502694514
P01,off,53.48805586935139,5,61.23162877547188
P01,off,53.48805586935139,5,63.714927994729294
P01,off,53.48805586935139,5,46.89233905388546
P01,off,53.48805586935139,5,47.78609739051266
P01,off,53.48805586935139,5,48.413689379058226
P01,off,53.48805586935139,5,53.24457008061742
P01,off,53.48805586935139,5,59.530217465146386
P01,off,53.48805586935139,5,54.796415493738714
P01,off,53.48805586935139,5,57.998149844778204
P01,off,53.48805586935139,5,59.62162210756055
P01,off,53.48805586935139,5,55.31030335517955
P01,off,53.48805586935139,5,52.989275659154174
P01,off,53.48805586935139,5,51.399588285658226
P01,off,53.48805586935139,5,59.77108719756647
P01,off,53.48805586935139,5,55.96458688485785
P01,off,53.48805586935139,5,52.53803736536258
P01,off,53.48805586935139,5,63.186544645901556
P01,off,53.48805586935139,5,46.65875183308496
P01,off,53.48805586935139,5,59.840669030579726
P01,off,53.48805586935139,5,52.04376142500529
P01,off,53.48805586935139,5,58.176559311544096
P01,off,53.48805586935139,5,53.351717162383196
P01,off,53.48805586935139,5,54.30081150792109
P01,off,53.48805586935139,5,59.78285746520447
P01,off,53.48805586935139,5,53.98409103873264
P01,off,53.48805586935139,5,44.515619885170565
P01,off,53.48805586935139,5,50.79402911514998
P01,off,53.48805586935139,5,54.39801437558597
P01,off,53.48805586935139,5,52.55752683389409
P01,off,53.48805586935139,5,45.35774741631229
P01,off,53.48805586935139,5,52.423511419341324
P01,off,53.48805586935139,5,47.01012132567913
P01,off,53.48805586935139,5,48.65465533352959
P01,off,53.48805586935139,5,50.89946466031193
P01,off,53.48805586935139,5,47.34476040680396
P01,off,53.48805586935139,5,55.2982377823663
P01,off,53.48805586935139,5,45.42522623002749
P01,off,53.48805586935139,5,54.45261240225023
P01,off,53.48805586935139,5,53.856339556477536
P01,off,53.48805586935139,5,48.69424393608247
P01,off,53.48805586935139,5,57.03236632677804
P01,off,53.48805586935139,5,54.22125270150117
P01,off,53.48805586935139,5,66.48058838887138
P01,off,53.48805586935139,5,52.52962882049163
P01,off,53.48805586935139,5,47.75329793650172
P01,off,53.48805586935139,5,54.57916295985932
P01,off,53.48805586935139,5,54.712742127606965
P01,off,53.48805586935139,5,61.40837467593807
P01,off,53.48805586935139,5,52.90850068138606
P01,off,53.48805586935139,5,53.74664468707382
P01,off,53.48805586935139,5,55.390513223687364
P01,off,53.48805586935139,5,54.80651536125284
P02,off,48.24222660232085,5,48.90899587367147
P02,off,48.24222660232085,5,50.70003564842699
P02,off,48.24222660232085,5,43.57849894173617
P02,off,48.24222660232085,5,54.50345073102612
P02,off,48.24222660232085,5,61.18138560950089
P02,off,48.24222660232085,5,45.47764619919381
P02,off,48.24222660232085,5,47.114999961408195
P02,off,48.24222660232085,5,48.51721278803362
P02,off,48.24222660232085,5,38.8578274582231
P02,off,48.24222660232085,5,55.60017729830869
P02,off,48.24222660232085,5,52.21658342593591
P02,off,48.24222660232085,5,52.69287767620375
P02,off,48.24222660232085,5,52.14043302502242
P02,off,48.24222660232085,5,48.60841752989458
P02,off,48.24222660232085,5,50.95216464896216
P02,off,48.24222660232085,5,48.17889126729999
P02,off,48.24222660232085,5,48.30477347126058
P02,off,48.24222660232085,5,44.424494361853846
P02,off,48.24222660232085,5,39.04373430868438
P02,off,48.24222660232085,5,45.34989276867186
P02,off,48.24222660232085,5,47.06140800501138
P02,off,48.24222660232085,5,47.69058033207973
P02,off,48.24222660232085,5,53.195303136706535
P02,off,48.24222660232085,5,39.82697103115834
P02,off,48.24222660232085,5,46.58773848187271
P02,off,48.24222660232085,5,40.99552807058488
P02,off,48.24222660232085,5,53.98357690434347
P02,off,48.24222660232085,5,49.63495957493268
P02,off,48.24222660232085,5,43.48629707512218
P02,off,48.24222660232085,5,46.684227110218906
P02,off,48.24222660232085,5,53.04197366020843
P02,off,48.24222660232085,5,47.18491847777081
P02,off,48.24222660232085,5,57.537511631868156
P02,off,48.24222660232085,5,45.822760860384264
P02,off,48.24222660232085,5,54.78213348499179
P02,off,48.24222660232085,5,49.151995918022834
P02,off,48.24222660232085,5,40.00924555165131
P02,off,48.24222660232085,5,58.84066620075555
P02,off,48.24222660232085,5,42.98267330764418
P02,off,48.24222660232085,5,51.263506858598134
P02,off,48.24222660232085,5,53.02093060960786
P02,off,48.24222660232085,5,51.44337840707711
P02,off,48.24222660232085,5,51.144634743026195
P02,off,48.24222660232085,5,41.72239430607115
P02,off,48.24222660232085,5,43.196490726581075
P02,off,48.24222660232085,5,58.34984268936424
P02,off,48.24222660232085,5,47.628764694201685
P02,off,48.24222660232085,5,54.4211854965829
P02,off,48.24222660232085,5,47.91239708368945
P02,off,48.24222660232085,5,49.63661461572161
P02,off,48.24222660232085,5,52.90730224558343
P02,off,48.24222660232085,5,43.82646135549222
P02,off,48.24222660232085,5,42.71851726829603
P02,off,48.24222660232085,5,53.76448836707068
P02,off,48.24222660232085,5,50.125508538386406
P02,off,48.24222660232085,5,46.94311706008609
P02,off,48.24222660232085,5,46.52935554228279
P02,off,48.24222660232085,5,52.14754388000936
P02,off,48.24222660232085,5,46.93835870215335
P02,off,48.24222660232085,5,35.926694263116865
P02,off,48.24222660232085,5,45.27963407668867
P02,off,48.24222660232085,5,45.90628411562328
P02,off,48.24222660232085,5,43.40135574191442
P02,off,48.24222660232085,5,45.51616451401721
P02,off,48.24222660232085,5,45.839349143352194
P02,off,48.24222660232085,5,43.49990331445443
P02,off,48.24222660232085,5,52.17617722943246
P02,off,48.24222660232085,5,54.46966920699378
P02,off,48.24222660232085,5,45.685576505355115
P02,off,48.24222660232085,5,38.25076885624572
P02,off,48.24222660232085,5,56.16074642239501
P02,off,48.24222660232085,5,46.148585127979615
P02,off,48.24222660232085,5,49.88986235107452
P02,off,48.24222660232085,5,45.067757698834825
P02,off,48.24222660232085,5,47.646232243576
P02,off,48.24222660232085,5,43.394064822678764
P02,off,48.24222660232085,5,53.41319492857551
P02,off,48.24222660232085,5,51.98464647531431
P02,off,48.24222660232085,5,45.84852521262725
P02,off,48.24222660232085,5,43.66051082154066
P02,off,48.24222660232085,5,48.080501245275144
P02,off,48.24222660232085,5,53.257774141639075
P02,off,48.24222660232085,5,46.38816510875949
P02,off,48.24222660232085,5,50.338876202718595
P02,off,48.24222660232085,5,45.69823240919124
P02,off,48.24222660232085,5,46.963207012623
P02,off,48.24222660232085,5,45.33921444835864
P02,off,48.24222660232085,5,49.727361114573284
P02,off,48.24222660232085,5,43.25289649767446
P02,off,48.24222660232085,5,50.565115173082816
P02,off,48.24222660232085,5,47.143158413903805
P02,off,48.24222660232085,5,44.02936159593161
P02,off,48.24222660232085,5,42.53709131376246
P02,off,48.24222660232085,5,46.890533863271
P02,off,48.24222660232085,5,52.98588148792598
P02,off,48.24222660232085,5,45.05247803150427
P02,off,48.24222660232085,5,45.87898890806934
P02,off,48.24222660232085,5,56.416351278212154
P02,off,48.24222660232085,5,51.807496859928364
P02,off,48.24222660232085,5,46.1170233902708
P03,off,55.35639500994984,5,47.53290766571239
P03,off,55.35639500994984,5,59.13764090446381
P03,off,55.35639500994984,5,56.33538938754833
P03,off,55.35639500994984,5,55.88712328196716
P03,off,55.35639500994984,5,39.04793503462382
P03,off,55.35639500994984,5,48.51705617655235
P03,off,55.35639500994984,5,54.83904932444757
P03,off,55.35639500994984,5,56.02378982367924
P03,off,55.35639500994984,5,58.044676953764636
P03,off,55.35639500994984,5,63.680168519361764
P03,off,55.35639500994984,5,54.70201411262261
P03,off,55.35639500994984,5,55.92893380322515
P03,off,55.35639500994984,5,69.51865918243087
P03,off,55.35639500994984,5,48.3984114442594
P03,off,55.35639500994984,5,56.09525751892731
P03,off,55.35639500994984,5,51.09622522039354
P03,off,55.35639500994984,5,62.98311699977748
P03,off,55.35639500994984,5,54.813881599400055
P03,off,55.35639500994984,5,53.00106506522538
P03,off,55.35639500994984,5,51.62719178975961
P03,off,55.35639500994984,5,47.27566281656919
P03,off,55.35639500994984,5,51.34037113479471
P03,off,55.35639500994984,5,56.73220706897004
P03,off,55.35639500994984,5,55.91765313158697
P03,off,55.35639500994984,5,57.84599524927864
P03,off,55.35639500994984,5,59.88835541280752
P03,off,55.35639500994984,5,61.87148024650505
P03,off,55.35639500994984,5,56.82760900629857
P03,off,55.35639500994984,5,49.58635048136504
P03,off,55.35639500994984,5,56.222339384632136
P03,off,55.35639500994984,5,51.68767224804262
P03,off,55.35639500994984,5,49.612291330476715
P03,off,55.35639500994984,5,49.28653965617945
P03,off,55.35639500994984,5,54.461067130461
P03,off,55.35639500994984,5,48.459917780175346
P03,off,55.35639500994984,5,53.58742329971495
P03,off,55.35639500994984,5,65.78479256584897
P03,off,55.35639500994984,5,57.85006384015787
P03,off,55.35639500994984,5,62.70531232481858
P03,off,55.35639500994984,5,54.06203487628637
P03,off,55.35639500994984,5,55.76558584390788
P03,off,55.35639500994984,5,57.516825263810674
P03,off,55.35639500994984,5,54.212394729667466
P03,off,55.35639500994984,5,54.609257081902115
P03,off,55.35639500994984,5,50.54360585874586
P03,off,55.35639500994984,5,63.327088392103235
P03,off,55.35639500994984,5,62.39979811302322
P03,off,55.35639500994984,5,57.45405788887155
P03,off,55.35639500994984,5,56.855603424652955
P03,off,55.35639500994984,5,45.7570735346073
P03,off,55.35639500994984,5,46.229269530462354
P03,off,55.35639500994984,5,60.60887615258826
P03,off,55.35639500994984,5,52.926285226284186
P03,off,55.35639500994984,5,55.20273104694071
P03,off,55.35639500994984,5,64.81883377192332
P03,off,55.35639500994984,5,60.649901634534146
P03,off,55.35639500994984,5,50.62611122365706
P03,off,55.35639500994984,5,49.23256156062582
P03,off,55.35639500994984,5,53.87051539847765
P03,off,55.35639500994984,5,58.41692268811859
P03,off,55.35639500994984,5,50.444629779986975
P03,off,55.35639500994984,5,54.06153579928985
P03,off,55.35639500994984,5,65.10161431458125
P03,off,55.35639500994984,5,57.22012634820834
P03,off,55.35639500994984,5,50.44353532043137
P03,off,55.35639500994984,5,46.248030957580184
P03,off,55.35639500994984,5,51.44105909191015
P03,off,55.35639500994984,5,50.53972209367605
P03,off,55.35639500994984,5,46.920980251957076
P03,off,55.35639500994984,5,53.818006136185154
P03,off,55.35639500994984,5,57.86044925572894
P03,off,55.35639500994984,5,54.18421494422325
P03,off,55.35639500994984,5,57.41461624737295
P03,off,55.35639500994984,5,52.00027923637317
P03,off,55.35639500994984,5,59.0942143350814
P03,off,55.35639500994984,5,49.93726286248359
P03,off,55.35639500994984,5,56.81246690034297
P03,off,55.35639500994984,5,62.05630106983647
P03,off,55.35639500994984,5,62.687271018779356
P03,off,55.35639500994984,5,58.72287374242843
P03,off,55.35639500994984,5,59.324216374188595
P03,off,55.35639500994984,5,56.80763447826179
P03,off,55.35639500994984,5,60.24465825746786
P03,off,55.35639500994984,5,52.46394567333743
P03,off,55.35639500994984,5,58.74476532846387
P03,off,55.35639500994984,5,54.335201109916206
P03,off,55.35639500994984,5,52.18438209053407
P03,off,55.35639500994984,5,54.58045453343056
P03,off,55.35639500994984,5,57.78823101242869
P03,off,55.35639500994984,5,54.421346170090985
P03,off,55.35639500994984,5,52.29583495856901
P03,off,55.35639500994984,5,57.854945278933194
P03,off,55.35639500994984,5,52.67833704060968
P03,off,55.35639500994984,5,49.94042116129322
P03,off,55.35639500994984,5,54.00515945952117
P03,off,55.35639500994984,5,61.20737967581173
P03,off,55.35639500994984,5,62.80902012771962
P03,off,55.35639500994984,5,48.055877725459204
P03,off,55.35639500994984,5,51.33219629126132
P03,off,55.35639500994984,5,52.47459518356535
